x,y
263,792
253,790
252,805
252,821
258,828
259,833
260,843
252,840
243,837
234,838
234,830
232,810
235,803
242,789
245,783
270,721
270,730
272,737
274,737
280,724
291,723
303,710
305,702
315,689
318,688
308,664
301,673
301,673
338,656
345,648
352,644
358,641
346,635
345,637
341,645
229,778
229,776
225,782
226,786
225,792
203,793
207,789
217,800
217,807
215,813
203,812
191,800
187,797
398,607
413,627
406,618
421,616
422,614
424,599
431,579
431,580
415,600
408,594
390,594
379,586
365,582
439,303
434,318
444,315
453,317
439,297
446,284
453,307
458,301
453,284
449,262
438,252
438,259
442,274
444,266
490,267
475,274
472,274
489,267
484,260
516,269
517,267
507,260
520,243
523,239
541,200
532,188
528,180
555,207
562,222
566,224
580,241
585,249
573,263
570,269
551,276
551,293
559,297
573,293
613,328
611,336
587,329
548,318
496,658
518,620
524,599
528,590
508,613
527,570
535,538
542,504
531,538
523,568
500,600
510,561
524,520
490,587
523,592
552,544
537,613
501,666
492,683
468,720
476,671
496,603
462,696
428,778
468,752
506,734
538,699
554,661
573,616
545,669
520,709
466,775
449,803
425,820
442,810
525,799
569,762
627,717
638,704
654,702
579,728
538,766
468,812
400,858
473,836
565,813
606,783
642,750
668,695
661,704
600,744
538,774
480,793
469,792
555,747
579,697
590,658
586,625
590,609
628,678
599,647
594,641
578,604
578,569
576,538
568,516
559,494
558,489
548,470
537,456
539,469
539,472
532,482
531,486
525,493
511,520
510,524
501,539
490,556
487,566
484,569
479,578
469,585
552,496
545,514
530,547
517,569
503,587
484,603
473,614
453,634
554,541
547,559
525,603
486,633
476,642
427,702
458,686
483,654
555,603
558,600
518,664
499,679
470,709
448,731
435,740
451,745
476,724
513,702
531,683
555,665
561,649
566,633
531,655
558,603
565,559
555,664
547,688
508,727
449,759
431,765
470,765
518,752
561,727
580,696
613,656
616,641
558,723
528,744
504,766
445,786
434,802
386,837
384,837
420,840
