x,y
288,182
277,197
268,210
260,217
254,229
244,246
243,260
243,275
251,308
257,342
257,351
240,360
235,367
231,376
228,391
223,423
223,428
223,441
222,450
216,452
217,331
210,371
208,389
211,416
197,416
186,379
186,374
170,409
188,389
222,237
257,186
241,207
228,232
222,246
229,248
238,220
269,185
296,157
308,142
283,160
328,131
363,118
395,114
417,102
512,111
536,112
554,123
572,137
575,139
595,149
609,160
629,179
637,183
655,200
665,217
680,248
660,211
657,198
625,163
604,145
582,125
554,111
727,414
743,404
746,401
738,423
740,423
739,437
735,446
732,460
733,474
721,514
720,520
712,530
708,533
680,537
681,505
681,493
687,465
705,452
702,456
703,460
708,465
712,472
706,481
714,474
714,463
709,457
705,397
698,373
692,345
678,320
681,294
681,287
696,315
677,558
677,563
677,580
677,589
680,603
680,619
678,632
677,656
674,663
665,683
662,689
656,700
646,708
638,717
626,732
623,743
613,752
603,763
592,775
583,783
567,794
554,803
540,810
515,822
499,831
487,837
472,837
457,840
438,843
414,834
403,826
517,812
497,818
487,816
469,816
454,816
444,818
435,816
419,818
409,813
395,810
377,801
370,798
351,785
345,776
336,766
324,748
318,738
314,727
308,714
305,700
300,689
291,675
287,666
284,659
269,641
240,595
240,635
241,650
251,677
263,705
271,721
287,748
290,752
309,782
328,801
346,816
374,832
401,850
423,865
435,874
452,887
460,889
477,895
489,896
497,899
514,912
523,915
536,918
554,909
569,901
583,889
592,874
598,859
598,849
606,826
606,816
619,807
626,800
620,788
628,780
631,764
631,755
635,745
640,736
640,726
687,586
690,583
702,575
708,563
709,560
721,546
726,537
729,530
738,517
738,512
743,496
743,486
751,468
752,452
757,443
758,422
754,416
752,397
749,386
742,377
738,379
733,385
717,400
712,411
709,423
696,441
699,425
699,410
564,720
564,712
555,709
543,706
536,706
536,698
548,689
545,699
548,700
566,705
517,717
532,714
527,714
496,724
486,729
469,735
457,735
444,738
432,738
428,736
416,736
404,729
394,724
380,717
373,712
360,705
348,700
342,690
331,723
337,708
331,735
348,720
355,715
342,742
361,735
388,732
376,745
410,745
364,703
383,702
404,700
423,698
441,687
443,692
453,695
463,702
483,699
487,700
523,702
530,695
517,705
503,705
474,708
450,709
428,712
411,717
400,723
409,723
431,723
474,721
506,711
459,683
456,674
457,656
459,675
454,671
416,650
379,653
354,665
320,696
291,663
284,635
269,597
277,573
300,613
309,629
326,643
299,594
299,560
326,610
389,671
389,655
371,615
364,583
400,552
374,383
336,377
309,380
302,373
293,376
303,337
293,305
296,268
312,222
317,216
311,225
294,241
281,268
308,326
309,268
336,328
349,351
331,358
263,484
254,543
257,554
251,603
254,623
266,656
277,695
260,729
253,743
251,754
260,783
274,812
287,831
296,846
305,869
314,880
323,887
330,899
336,911
337,915
337,926
348,949
349,952
243,760
232,770
216,794
185,804
203,800
194,815
186,819
167,840
157,846
148,850
137,859
120,863
96,868
81,875
57,884
50,886
26,895
171,871
161,892
158,908
148,930
158,945
168,949
198,954
198,954
214,946
266,914
287,892
294,883
262,908
232,927
219,961
200,976
191,984
161,997
152,1007
152,1015
469,994
494,979
500,961
518,952
536,942
552,941
569,935
577,939
597,949
613,964
615,969
612,979
601,1006
600,1027
597,1047
597,1050
582,1058
563,1062
555,1061
545,1055
514,1031
496,1021
472,998
484,997
500,975
499,979
524,984
517,1003
521,1015
554,1013
543,1028
530,1029
532,991
471,979
452,1007
444,1016
428,1032
409,1055
622,986
631,997
646,1015
650,1019
668,1043
672,1052
689,1062
696,1071
709,1072
709,1065
708,1043
702,1032
700,1013
696,1003
695,985
684,972
681,955
675,946
669,936
669,914
656,899
655,877
655,868
655,855
644,837
635,819
655,825
675,852
699,868
724,872
761,886
780,890
806,906
834,918
874,927
880,932
715,874
732,884
752,911
775,929
786,938
815,967
826,984
847,1001
821,1009
800,1027
785,1040
786,1050
818,1075
865,1118
225,254
208,268
207,269
213,269
228,259
220,281
219,290
210,315
223,299
240,281
680,280
677,268
671,257
669,244
662,234
671,256
680,266
689,278
703,309
703,317
703,299
508,99
484,100
475,96
450,96
434,102
440,85
426,78
423,80
395,81
391,471
400,462
382,440
613,551
635,542
644,527
653,496
656,551
656,572
660,619
660,616
653,566
653,523
647,487
646,462
640,425
638,380
635,364
512,589
508,579
475,576
481,551
474,530
343,462
339,460
337,460
337,460
339,468
343,465
346,465
343,463
537,465
537,465
545,474
555,475
569,465
566,463
558,453
543,456
543,456
561,462
564,462
551,465
551,462
551,462
551,463
542,468
389,1059
386,1050
383,1035
376,1025
370,1015
363,1006
355,986
354,975
351,966
348,952
346,938
342,933
334,917
320,887
309,878
297,861
293,855
291,843
290,835
284,825
272,818
266,813
262,806
259,797
259,792
257,782
257,772
234,769
204,788
189,809
174,828
165,837
136,858
125,863
117,866
94,877
81,886
69,886
44,893
29,895
20,896
7,901
641,806
652,813
656,821
665,834
681,853
687,856
706,866
726,872
738,875
770,890
785,899
804,906
819,914
838,926
859,927
889,936
904,936
730,896
754,912
766,930
823,991
831,1000
481,973
489,964
497,957
508,951
523,945
529,942
543,935
558,935
567,938
576,944
583,952
589,954
595,957
606,969
613,979
508,853
484,852
480,852
456,850
456,850
486,850
489,855
512,868
521,871
545,835
530,838
508,840
502,840
524,819
533,813
563,813
576,807
594,794
620,672
610,706
610,709
589,739
588,746
577,767
572,773
560,785
543,798
537,804
496,815
475,810
462,800
453,785
449,778
449,797
444,806
426,812
622,702
628,675
638,643
650,619
383,370
374,355
358,320
343,291
333,253
330,240
346,203
385,177
400,160
357,151
333,151
398,139
158,1029
164,1038
170,1049
177,1058
183,1068
546,1069
539,1080
600,1056
604,1071
609,1081
612,1093
684,920
711,932
