x,y
718,154
718,156
738,181
755,208
760,216
762,233
765,246
768,271
735,236
725,228
720,214
721,203
706,186
693,169
679,156
666,141
666,141
701,164
715,194
715,201
740,223
698,206
668,184
663,179
647,162
671,193
689,203
708,214
683,213
658,193
678,231
668,226
653,219
632,208
619,201
609,188
642,224
659,233
637,229
627,219
612,214
631,243
632,246
604,231
595,224
577,209
562,191
562,193
580,218
604,236
624,243
579,245
567,240
545,228
532,214
525,213
510,189
522,219
533,231
547,236
501,236
498,228
483,219
473,208
456,189
475,198
486,211
503,228
517,228
513,246
527,258
533,263
555,266
564,261
533,258
515,260
755,475
753,470
738,449
736,436
736,414
736,397
736,389
726,374
716,359
706,342
678,302
684,313
686,318
498,266
468,263
459,255
444,256
444,256
426,255
407,251
407,251
399,263
396,261
379,258
666,235
683,246
688,256
688,256
760,295
770,307
775,315
780,344
780,357
785,377
785,377
775,369
768,350
760,332
753,322
770,360
778,387
783,407
802,431
804,449
792,431
778,417
760,401
757,379
755,362
775,407
810,374
809,372
802,352
794,339
795,317
788,302
780,275
794,302
807,327
814,340
817,345
837,370
849,377
872,391
886,381
856,394
847,379
837,367
814,339
817,327
824,323
827,312
814,300
802,275
807,246
814,211
814,238
814,273
817,396
804,389
792,362
809,397
832,417
825,416
810,401
794,389
800,409
834,402
842,409
846,423
846,443
846,453
844,461
834,451
834,463
830,485
834,500
822,515
814,535
797,543
807,520
815,498
815,476
788,468
770,444
763,431
770,458
785,485
775,475
775,486
775,506
762,532
767,532
770,553
767,575
768,592
768,595
767,617
767,642
768,651
792,631
799,621
799,595
788,579
812,555
812,555
802,564
782,572
743,678
733,689
716,701
715,701
701,716
688,726
673,731
658,743
649,748
636,753
627,755
602,763
626,726
589,797
606,804
641,783
683,757
693,740
705,726
706,723
708,718
694,762
679,782
637,825
609,871
572,901
538,888
518,872
493,869
463,857
423,830
614,832
716,773
684,763
673,782
621,842
606,861
555,896
597,830
562,847
569,815
555,780
725,775
750,740
753,730
758,713
745,741
728,768
703,804
693,814
693,814
679,820
715,762
767,736
788,752
797,762
805,765
827,782
832,787
862,794
889,795
924,795
941,800
958,802
1005,812
1018,824
983,805
747,748
757,760
757,787
760,795
768,820
762,834
765,851
758,866
758,879
752,904
752,933
750,948
752,975
748,1002
750,1020
658,1015
646,1007
617,983
636,990
604,1007
597,1010
626,1010
626,1010
513,1018
503,1017
473,990
470,993
443,1012
443,1018
503,1022
515,958
550,946
574,929
569,940
606,916
661,893
664,879
684,844
619,916
590,931
553,950
532,943
510,929
500,913
478,898
464,888
443,872
337,800
302,777
283,730
260,765
251,772
214,837
193,864
154,914
147,928
159,971
167,988
182,1003
256,1020
268,1024
317,1003
318,1020
344,1020
339,978
327,950
332,857
334,810
322,773
300,835
250,758
271,705
240,701
226,708
193,720
164,728
109,747
95,755
60,765
35,770
11,775
11,775
8,822
16,931
33,1012
77,1017
115,1020
141,1022
146,1018
339,936
339,928
330,914
323,898
323,876
323,861
323,841
317,825
312,804
265,718
246,726
241,733
228,753
218,768
204,782
194,807
184,817
